symbol,exchange,sector,date,close,volume,price_change_pct,volume_change_pct,trading_value,trading_value_change_pct,market_cap
AAA,HOSE,General Industrials,2025-09-10,8220,979100,0.002439024,-0.22655818,8048202000.0,-0.224671736,3142300000000.0
AAM,HOSE,Food Producers,2025-09-10,7000,2600,0.018922853,-0.277777778,18200000.0,-0.264111273,
AAT,HOSE,Personal Goods,2025-09-10,3780,37800,-0.002638522,-0.020725389,142884000.0,-0.023309227,
ABR,HOSE,Industrial Support Services,2025-09-10,14200,2900,-0.017301038,0.16,41180000.0,0.139930796,284000000000.0
ABS,HOSE,Chemicals,2025-09-10,3470,77700,0.0,-0.692885375,269619000.0,-0.692885375,
ABT,HOSE,Food Producers,2025-09-10,64600,9100,-0.006153846,0.895833333,587860000.0,0.884166667,
ACB,HOSE,Banks,2025-09-10,26950,16388600,0.007476636,-0.100910687,441673000000.0,-0.094188524,138433000000000.0
ACC,HOSE,Construction and Materials,2025-09-10,13700,61700,0.018587361,1.603375527,845290000.0,1.651765407,
ACG,HOSE,Construction and Materials,2025-09-10,35800,2200,-0.005555556,2.142857143,78760000.0,2.125396825,5428370000000.0
ACL,HOSE,Food Producers,2025-09-10,13500,37900,0.0,0.923857868,511650000.0,0.923857868,
ADG,HOSE,Media,2025-09-10,9410,6500,0.034065934,-0.244186047,61165000.0,-0.218438538,
ADP,HOSE,General Industrials,2025-09-10,25000,4400,-0.007936508,-0.786407767,110000000.0,-0.788102943,585212000000.0
ADS,HOSE,Industrial Materials,2025-09-10,8780,56100,-0.005662514,0.484126984,492558000.0,0.475723094,670746000000.0
AGG,HOSE,Real Estate Investment and Services,2025-09-10,18800,222700,0.0,-0.337596669,4186760000.0,-0.337596669,3006770000000.0
AGR,HOSE,Investment Banking and Brokerage Services,2025-09-10,17650,724100,-0.005633803,-0.254197137,12780365000.0,-0.258398843,4029700000000.0
ANV,HOSE,Food Producers,2025-09-10,32700,3141700,0.013953488,-0.176098815,102734000000.0,-0.164602519,8733190000000.0
APG,HOSE,Investment Banking and Brokerage Services,2025-09-10,11750,545200,0.004273504,0.215607581,6406100000.0,0.220802485,
APH,HOSE,General Industrials,2025-09-10,6400,136300,-0.001560062,-0.428990364,872320000.0,-0.429881175,1558420000000.0
ASG,HOSE,Industrial Transportation,2025-09-10,16350,300,0.009259259,-0.857142857,4905000.0,-0.855820106,
ASM,HOSE,Food Producers,2025-09-10,7520,1556600,-0.015706806,-0.040675459,11705632000.0,-0.055743384,3090620000000.0
ASP,HOSE,"Oil, Gas and Coal",2025-09-10,4610,17400,-0.008602151,1.597014925,80214000.0,1.574675012,
AST,HOSE,Retailers,2025-09-10,74500,17600,0.0,2.2,1311200000.0,2.2,3343500000000.0
BAF,HOSE,Food Producers,2025-09-10,35400,3795100,0.011428571,1.12717897,134347000000.0,1.151489587,8425510000000.0
BCE,HOSE,Construction and Materials,2025-09-10,10950,133600,-0.013513514,4.19844358,1462920000.0,4.128194342,
BCG,HOSE,Construction and Materials,2025-09-10,2530,0,0.0,-1.0,0.0,-1.0,2226930000000.0
BCM,HOSE,Real Estate Investment and Services,2025-09-10,66300,147900,-0.010447761,-0.326502732,9805770000.0,-0.333539271,68413500000000.0
BFC,HOSE,Chemicals,2025-09-10,43200,383500,0.022485207,0.988076724,16567200000.0,1.032779041,2515390000000.0
BHN,HOSE,Beverages,2025-09-10,32900,44400,-0.016442451,1.846153846,1460760000.0,1.7993561,7417600000000.0
BIC,HOSE,Non-life Insurance,2025-09-10,26800,92100,-0.018315018,0.313837375,2468280000.0,0.28977442,5415420000000.0
BID,HOSE,Banks,2025-09-10,40800,4346900,0.008652658,-0.055555556,177354000000.0,-0.047383601,289280000000000.0
BKG,HOSE,Retailers,2025-09-10,3100,71600,0.006493506,0.025787966,221960000.0,0.032448926,
BMC,HOSE,Industrial Metals and Mining,2025-09-10,17150,40300,0.002923977,0.010025063,691145000.0,0.012978352,
BMI,HOSE,Non-life Insurance,2025-09-10,22400,523100,0.013574661,1.547978568,11717440000.0,1.582566512,2904880000000.0
BMP,HOSE,Construction and Materials,2025-09-10,143200,60400,0.004912281,0.942122186,8649280000.0,0.951662436,11747000000000.0
BRC,HOSE,Industrial Engineering,2025-09-10,12700,500,0.0,-0.444444444,6350000.0,-0.444444444,
BSI,HOSE,Investment Banking and Brokerage Services,2025-09-10,45850,627200,-0.010787487,-0.302413525,28757120000.0,-0.309938729,11299100000000.0
BSR,HOSE,"Oil, Gas and Coal",2025-09-10,28450,21019000,0.069548872,2.688967672,597991000000.0,2.945531213,90534600000000.0
BTP,HOSE,Electricity,2025-09-10,10850,10100,0.0,-0.532407407,109585000.0,-0.532407407,641147000000.0
BTT,HOSE,Retailers,2025-10-09,37950,0,0.0,0.0,0.0,0.0,
BVH,HOSE,Non-life Insurance,2025-09-10,55100,178600,0.005474453,-0.258613533,9840860000.0,-0.254554848,40456600000000.0
BWE,HOSE,"Gas, Water and Multi-utilities",2025-09-10,48700,86100,-0.006122449,0.939189189,4193070000.0,0.927316602,10864500000000.0
C32,HOSE,Construction and Materials,2025-09-10,19900,11300,0.005050505,0.506666667,224870000.0,0.514276094,
C47,HOSE,Construction and Materials,2025-09-10,11000,40200,-0.009009009,-0.519138756,442200000.0,-0.523470839,
CCC,HOSE,Construction and Materials,2025-09-10,15300,132600,-0.025477707,14.6,2028780000.0,14.20254777,663000000000.0
CCI,HOSE,Construction and Materials,2025-09-10,26200,200,0.0,-0.75,5240000.0,-0.75,
CCL,HOSE,Real Estate Investment and Services,2025-09-10,6820,136600,0.0,-0.311491935,931612000.0,-0.311491935,
CDC,HOSE,Construction and Materials,2025-09-10,32800,509700,-0.046511628,-0.265456118,16718160000.0,-0.299620949,
CHP,HOSE,Electricity,2025-09-10,32000,39400,-0.001560062,0.960199005,1260800000.0,0.957140972,4708550000000.0
CIG,HOSE,Real Estate Investment and Services,2025-09-10,9260,38100,-0.004301075,-0.952321362,352806000.0,-0.952526431,
CII,HOSE,Construction and Materials,2025-09-10,25950,16693600,0.019646365,-0.197071796,433199000000.0,-0.181297175,16748400000000.0
CKG,HOSE,Real Estate Investment and Services,2025-09-10,12650,85700,0.02016129,-0.856664994,1084105000.0,-0.853775175,
CLC,HOSE,Tobacco,2025-10-09,51900,0,0.0,0.0,0.0,0.0,
CLL,HOSE,Industrial Transportation,2025-09-10,31000,23800,-0.004815409,2.661538462,737800000.0,2.643906655,
CLW,HOSE,"Gas, Water and Multi-utilities",2025-09-10,48500,100,-0.010204082,-0.8,4850000.0,-0.802040816,
CMG,HOSE,Software and Computer Services,2025-09-10,39600,421600,-0.005025126,0.878787879,16695360000.0,0.869346734,8452030000000.0
CMV,HOSE,Industrial Support Services,2025-09-10,8070,1300,-0.014652015,12.0,10491000.0,11.80952381,
CMX,HOSE,Food Producers,2025-09-10,7000,209500,0.005747126,2.43442623,1466500000.0,2.454164311,
CNG,HOSE,"Gas, Water and Multi-utilities",2025-09-10,26900,15000,0.0,0.5,403500000.0,0.5,
COM,HOSE,Industrial Support Services,2025-09-10,33000,0,0.0,-1.0,0.0,-1.0,
CRC,HOSE,Chemicals,2025-09-10,9360,230800,-0.014736842,-0.173648407,2160288000.0,-0.18582622,
CRE,HOSE,Real Estate Investment and Services,2025-09-10,10300,582100,0.0,0.127445284,5995630000.0,0.127445284,4683150000000.0
CSM,HOSE,Automobiles and Parts,2025-09-10,14450,620000,-0.003448276,0.249748035,8959000000.0,0.245438559,1512930000000.0
CSV,HOSE,Chemicals,2025-09-10,31000,374300,-0.003215434,0.283607682,11603300000.0,0.279480326,3442070000000.0
CTD,HOSE,Construction and Materials,2025-09-10,86000,911400,-0.00921659,-0.143823391,78380400000.0,-0.15171442,8885270000000.0
CTF,HOSE,Retailers,2025-09-10,20700,306900,0.002421308,-0.063472688,6352830000.0,-0.061205068,1980030000000.0
CTG,HOSE,Banks,2025-09-10,55000,21543800,0.039697543,0.798779317,1184910000000.0,0.870186435,296424000000000.0
CTI,HOSE,Industrial Transportation,2025-09-10,25750,1033200,-0.005791506,0.856937455,26604900000.0,0.846182991,
CTR,HOSE,Construction and Materials,2025-09-10,82900,233600,-0.008373206,1.160962072,19365440000.0,1.142867892,9608410000000.0
CTS,HOSE,Investment Banking and Brokerage Services,2025-09-10,42200,1490600,0.009569378,-0.54129739,62903320000.0,-0.536907892,9050110000000.0
CVT,HOSE,Construction and Materials,2025-10-09,28350,0,0.0,0.0,0.0,0.0,
D2D,HOSE,Real Estate Investment and Services,2025-09-10,36600,63300,0.012448133,0.793201133,2316780000.0,0.815523139,
DAH,HOSE,Travel and Leisure,2025-09-10,4020,266500,0.002493766,0.962444772,1071330000.0,0.967338649,
DAT,HOSE,Food Producers,2025-09-10,9170,21400,-0.02238806,0.877192982,196238000.0,0.835166274,
DBC,HOSE,Food Producers,2025-09-10,27800,6098400,0.010909091,0.241177189,169536000000.0,0.254717304,10641600000000.0
DBD,HOSE,Pharmaceuticals and Biotechnology,2025-09-10,54000,144500,-0.003690037,4.391791045,7803000000.0,4.371895137,5051900000000.0
DBT,HOSE,Pharmaceuticals and Biotechnology,2025-09-10,11500,600,0.0,-0.333333333,6900000.0,-0.333333333,252630000000.0
DC4,HOSE,Construction and Materials,2025-09-10,11650,405600,0.0,-0.252488021,4725240000.0,-0.252488021,
DCL,HOSE,Pharmaceuticals and Biotechnology,2025-09-10,29800,695000,-0.019736842,-0.506812376,20711000000.0,-0.516546342,
DCM,HOSE,Chemicals,2025-09-10,36700,2098600,0.018030513,-0.099351959,77018620000.0,-0.083112813,19323100000000.0
DGC,HOSE,Chemicals,2025-09-10,93500,942900,-0.009533898,-0.190226726,88161150000.0,-0.197947022,35813100000000.0
DGW,HOSE,Technology Hardware and Equipment,2025-09-10,40900,1734400,-0.008484848,-0.152959562,70936960000.0,-0.160146572,9007830000000.0
DHC,HOSE,General Industrials,2025-09-10,34250,169800,-0.008683068,-0.307221542,5815650000.0,-0.313236985,3317910000000.0
DHG,HOSE,Pharmaceuticals and Biotechnology,2025-09-10,102100,19200,0.000980392,1.704225352,1960320000.0,1.706876553,13362200000000.0
DHM,HOSE,Industrial Metals and Mining,2025-09-10,6250,2900,-0.053030303,-0.674157303,18125000.0,-0.69143684,
DIG,HOSE,Real Estate Investment and Services,2025-09-10,20800,13013600,-0.034802784,-0.664876919,270683000000.0,-0.676540136,15132400000000.0
DLG,HOSE,Construction and Materials,2025-09-10,2810,1040900,0.0,-0.003637408,2924929000.0,-0.003637408,838067000000.0
DMC,HOSE,Pharmaceuticals and Biotechnology,2025-10-09,60500,700,-0.0130505709624796,0.0,42350000.0,0.0,2097538793472.0
DPG,HOSE,Construction and Materials,2025-09-10,48000,2726000,0.007345226,-0.295516217,130848000000.0,-0.290341624,4787950000000.0
DPM,HOSE,Chemicals,2025-09-10,24100,3656900,0.0,0.288684498,88131290000.0,0.288684498,16624400000000.0
DPR,HOSE,Food Producers,2025-09-10,37500,385800,0.010781671,0.958375635,14467500000.0,0.979490197,3240850000000.0
DQC,HOSE,Construction and Materials,2025-09-10,11500,1500,0.045454545,-0.423076923,17250000.0,-0.396853147,315540000000.0
DRC,HOSE,Automobiles and Parts,2025-09-10,16200,143300,-0.003076923,-0.548519219,2321460000.0,-0.54990839,2494050000000.0
DRH,HOSE,Real Estate Investment and Services,2025-09-10,2180,1670900,-0.043859649,1.268087417,3642562000.0,1.168609899,
DRL,HOSE,Electricity,2025-09-10,52400,9800,0.001912046,0.053763441,513520000.0,0.055778285,
DSC,HOSE,Investment Banking and Brokerage Services,2025-09-10,17800,102900,0.0,-0.380866426,1831620000.0,-0.380866426,5001930000000.0
DSE,HOSE,Investment Banking and Brokerage Services,2025-09-10,29400,595500,-0.01010101,-0.546527566,17507700000.0,-0.551108096,9925080000000.0
DSN,HOSE,Travel and Leisure,2025-09-10,44850,4100,0.001116071,2.153846154,183885000.0,2.157366071,
DTA,HOSE,Real Estate Investment and Services,2025-09-10,4800,9500,0.0,0.862745098,45600000.0,0.862745098,
DTL,HOSE,Industrial Metals and Mining,2025-09-10,13300,51600,-0.014814815,-0.53471596,686280000.0,-0.541609057,
DTT,HOSE,Industrial Engineering,2025-09-10,16450,0,0.0,-1.0,0.0,-1.0,
DVP,HOSE,Industrial Transportation,2025-09-10,71400,11600,0.012765957,-0.177304965,828240000.0,-0.166802475,2852000000000.0
DXG,HOSE,Real Estate Investment and Services,2025-09-10,20550,23327400,-0.004842615,-0.244691529,479378000000.0,-0.248349197,21090900000000.0
DXS,HOSE,Real Estate Investment and Services,2025-09-10,12000,1356400,0.016949153,-0.484943991,16276800000.0,-0.476214228,6978190000000.0
DXV,HOSE,Construction and Materials,2025-09-10,3950,5100,-0.005037783,0.307692308,20145000.0,0.301104437,
EIB,HOSE,Banks,2025-09-10,26750,10419800,0.028846154,0.59580366,278730000000.0,0.641836458,49920900000000.0
ELC,HOSE,Software and Computer Services,2025-09-10,22500,290700,-0.008810573,0.427799607,6540750000.0,0.415219875,
EVE,HOSE,Household Goods and Home Construction,2025-09-10,11100,6700,0.0,0.116666667,74370000.0,0.116666667,
EVF,HOSE,Finance and Credit Services,2025-09-10,14150,9451800,0.02166065,0.273021132,133743000000.0,0.300595597,10685900000000.0
EVG,HOSE,Retailers,2025-09-10,9080,903400,0.012263099,-0.385692914,8202872000.0,-0.378159606,
FCM,HOSE,Construction and Materials,2025-09-10,3880,57600,-0.002570694,-0.061889251,223488000.0,-0.064300847,
FCN,HOSE,Construction and Materials,2025-09-10,17200,831900,0.002915452,-0.269622476,14308680000.0,-0.267493095,2731570000000.0
FDC,HOSE,Real Estate Investment and Services,2025-10-09,16100,0,0.0,0.0,0.0,0.0,
FIR,HOSE,Real Estate Investment and Services,2025-09-10,7790,50000,-0.007643312,-0.30362117,389500000.0,-0.308943811,
FIT,HOSE,Pharmaceuticals and Biotechnology,2025-09-10,4750,513900,-0.006276151,1.445978106,2441025000.0,1.430626779,1614680000000.0
FMC,HOSE,Food Producers,2025-09-10,36550,16300,0.001369863,0.21641791,595765000.0,0.218084236,2412850000000.0
FPT,HOSE,Software and Computer Services,2025-09-10,94200,5716300,-0.003174603,0.113832544,538475000000.0,0.110296568,163709000000000.0
FRT,HOSE,Retailers,2025-09-10,137300,934400,0.027694611,0.646229739,128293000000.0,0.691821431,24455500000000.0
FTS,HOSE,Investment Banking and Brokerage Services,2025-09-10,35850,1132900,-0.006925208,-0.243371402,40614465000.0,-0.248611212,12491300000000.0
GAS,HOSE,"Oil, Gas and Coal",2025-09-10,60900,363100,0.0,-0.042710256,22112790000.0,-0.042710256,146949000000000.0
GDT,HOSE,Household Goods and Home Construction,2025-09-10,20900,9300,-0.004761905,1.214285714,194370000.0,1.203741497,
GEE,HOSE,Electronic and Electrical Equipment,2025-09-10,134400,2795700,0.069212411,0.802165925,375742000000.0,0.926898173,52630800000000.0
GEG,HOSE,Electricity,2025-09-10,15850,422900,0.003164557,-0.439199045,6702965000.0,-0.437424359,5715020000000.0
GEX,HOSE,Electronic and Electrical Equipment,2025-09-10,55500,19735000,0.005434783,0.402609771,1095290000000.0,0.41023265,50444200000000.0
GMH,HOSE,Construction and Materials,2025-09-10,8500,100,-0.01734104,-0.928571429,850000.0,-0.929810074,
GSP,HOSE,Industrial Transportation,2025-09-10,11350,25300,0.0,0.591194969,287155000.0,0.591194969,
GTA,HOSE,Household Goods and Home Construction,2025-10-09,9530,1000,-0.0205549845837615,0.0,9530000.0,0.0,
GVR,HOSE,Food Producers,2025-09-10,28000,3675400,0.02003643,2.56973582,102911000000.0,2.641260581,112200000000000.0
HAG,HOSE,Food Producers,2025-09-10,17100,22552300,0.020895522,1.39624927,385644000000.0,1.44632015,18134400000000.0
HAH,HOSE,Industrial Transportation,2025-09-10,54900,1020900,0.0,-0.026880183,56047410000.0,-0.026880183,9236790000000.0
HAR,HOSE,Real Estate Investment and Services,2025-09-10,4620,624400,-0.017021277,0.046421988,2884728000.0,0.02861055,
HCD,HOSE,Industrial Metals and Mining,2025-09-10,8230,29500,-0.001213592,3.916666667,242785000.0,3.910699838,
HCM,HOSE,Investment Banking and Brokerage Services,2025-09-10,27250,6373100,-0.005474453,-0.549865096,173667000000.0,-0.552329338,24670800000000.0
HDB,HOSE,Banks,2025-09-10,31650,15346800,0.0063593,-0.060346306,485726000000.0,-0.054370765,111318000000000.0
HDC,HOSE,Real Estate Investment and Services,2025-09-10,36500,3729100,0.028169014,0.060156361,136112000000.0,0.090019921,6572380000000.0
HDG,HOSE,Real Estate Investment and Services,2025-09-10,32850,2611800,0.013888889,-0.456135602,85797630000.0,-0.448581929,12060800000000.0
HHP,HOSE,Industrial Materials,2025-09-10,10700,294400,0.0,-0.717113481,3150080000.0,-0.717113481,
HHS,HOSE,Investment Banking and Brokerage Services,2025-09-10,19700,5639300,0.031413613,-0.367826916,111094000000.0,-0.347968075,7157330000000.0
HHV,HOSE,Industrial Transportation,2025-09-10,15600,9034200,0.006451613,0.121049301,140934000000.0,0.128281877,7859600000000.0
HID,HOSE,Construction and Materials,2025-09-10,3470,267400,-0.016997167,-0.328646749,927878000.0,-0.340057852,
HII,HOSE,General Industrials,2025-09-10,4800,141100,0.030042918,0.118953212,677280000.0,0.152569832,
HMC,HOSE,Industrial Metals and Mining,2025-09-10,11900,5200,0.004219409,-0.485148515,61880000.0,-0.482976146,
HNA,HOSE,Electricity,2025-09-10,23950,2900,0.00209205,2.222222222,69455000.0,2.228963273,5633810000000.0
HPG,HOSE,General Industrials,2025-09-10,28950,42551700,-0.008561644,-0.290249028,1231870000000.0,-0.296325663,227195000000000.0
HPX,HOSE,Real Estate Investment and Services,2025-09-10,4970,1596400,-0.007984032,0.272336017,7934108000.0,0.262177645,
HQC,HOSE,Real Estate Investment and Services,2025-09-10,3500,3416000,0.005747126,-0.315225018,11956000000.0,-0.311289529,2029630000000.0
HRC,HOSE,Chemicals,2025-10-09,32150,0,0.0,0.0,0.0,0.0,
HSG,HOSE,Industrial Metals and Mining,2025-09-10,18850,2626900,0.002659574,-0.260944182,49517065000.0,-0.258978608,11798700000000.0
HSL,HOSE,Food Producers,2025-09-10,10100,303100,-0.033492823,-0.089242788,3061310000.0,-0.119746619,
HT1,HOSE,Construction and Materials,2025-09-10,17900,600700,0.025787966,0.990390987,10752530000.0,1.041719122,6925860000000.0
HTG,HOSE,Personal Goods,2025-09-10,46050,33600,0.003267974,-0.178484108,1547280000.0,-0.175799415,1656120000000.0
HTI,HOSE,Construction and Materials,2025-09-10,23400,90000,0.002141328,1.267002519,2106000000.0,1.271856914,
HTL,HOSE,Industrial Transportation,2025-09-10,27500,0,0.0,-1.0,0.0,-1.0,
HTN,HOSE,Construction and Materials,2025-09-10,10000,340500,0.0,-0.411103424,3405000000.0,-0.411103424,
HTV,HOSE,Industrial Transportation,2025-09-10,12000,10500,0.030042918,4.25,126000000.0,4.407725322,
HU1,HOSE,Construction and Materials,2025-09-10,6400,0,0.0,-1.0,0.0,-1.0,
HUB,HOSE,Construction and Materials,2025-09-10,15700,4800,0.003194888,0.548387097,75360000.0,0.55333402,
HVH,HOSE,Construction and Materials,2025-09-10,13400,108500,-0.011070111,-0.569102462,1453900000.0,-0.573872546,
HVN,HOSE,Travel and Leisure,2025-09-10,34700,1056500,-0.005730659,1.018147087,36660550000.0,1.006581774,101704000000000.0
HVX,HOSE,Construction and Materials,2025-09-10,2800,3600,0.0,0.161290323,10080000.0,0.161290323,
ICT,HOSE,Telecommunications Equipment,2025-09-10,18050,39000,0.002777778,-0.303571429,703950000.0,-0.301636905,
IDI,HOSE,Food Producers,2025-09-10,8110,615800,-0.006127451,-0.349323753,4994138000.0,-0.35331074,2226360000000.0
IJC,HOSE,Real Estate Investment and Services,2025-09-10,12750,4345800,-0.00390625,-0.034245205,55408950000.0,-0.038017685,5719790000000.0
ILB,HOSE,Consumer Services,2025-09-10,26700,100,-0.005586592,-0.8,2670000.0,-0.801117318,
IMP,HOSE,Pharmaceuticals and Biotechnology,2025-09-10,52000,50900,-0.001919386,0.458452722,2646800000.0,0.455653389,7993070000000.0
ITC,HOSE,Real Estate Investment and Services,2025-09-10,13850,166700,-0.021201413,-0.463469585,2308795000.0,-0.474844788,1343090000000.0
ITD,HOSE,Industrial Support Services,2025-09-10,13350,18100,0.00754717,5.033333333,241635000.0,5.078867925,
